!
!Date: 01/25/2022
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
FLR1	YBR008C	involved in	GO:0055085	transmembrane transport	biological process		IBA with AQR1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
FLR1	YBR008C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P0AEY8	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
FLR1	YBR008C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P28246	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
FLR1	YBR008C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P31442	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
FLR1	YBR008C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P39386	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
FUR4	YBR021W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR001248	computational	InterPro	2022-01-15	DDB, et al. (2001)
FUR4	YBR021W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR012681	computational	InterPro	2022-01-15	DDB, et al. (2001)
FUR4	YBR021W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR045225	computational	InterPro	2022-01-15	DDB, et al. (2001)
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR011701	computational	InterPro	2022-01-15	DDB, et al. (2001)
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with CAL0000173998	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with CAL0000181510	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with CAL0000197244	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with CAL0000199735	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with PTN001160522	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPAC17A2.01	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPAPB1A11.01	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with FLR1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with QDR3	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with DTR1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with QDR1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with QDR2	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with TPO1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with AQR1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P0AEY8	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P28246	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P31442	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
QDR3	YBR043C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P39386	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
BAP2	YBR068C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004840	computational	InterPro	2022-01-15	DDB, et al. (2001)
BAP2	YBR068C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004841	computational	InterPro	2022-01-15	DDB, et al. (2001)
TAT1	YBR069C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004840	computational	InterPro	2022-01-15	DDB, et al. (2001)
TAT1	YBR069C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004841	computational	InterPro	2022-01-15	DDB, et al. (2001)
AAC3	YBR085W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR002067	computational	InterPro	2022-01-15	DDB, et al. (2001)
IST2	YBR086C	involved in	GO:0055085	transmembrane transport	biological process		IBA with MGI:2142149	computational	GO_Central	2021-05-29	Gaudet P, et al. (2011) PMID:21873635
IST2	YBR086C	involved in	GO:0055085	transmembrane transport	biological process		IBA with MGI:2145890	computational	GO_Central	2021-05-29	Gaudet P, et al. (2011) PMID:21873635
IST2	YBR086C	involved in	GO:0055085	transmembrane transport	biological process		IBA with PTN000267334	computational	GO_Central	2021-05-29	Gaudet P, et al. (2011) PMID:21873635
IST2	YBR086C	involved in	GO:0055085	transmembrane transport	biological process		IBA with 1310786	computational	GO_Central	2021-05-29	Gaudet P, et al. (2011) PMID:21873635
IST2	YBR086C	involved in	GO:0055085	transmembrane transport	biological process		IBA with A0A0B4JCY1	computational	GO_Central	2021-05-29	Gaudet P, et al. (2011) PMID:21873635
IST2	YBR086C	involved in	GO:0055085	transmembrane transport	biological process		IBA with Q4KMQ2	computational	GO_Central	2021-05-29	Gaudet P, et al. (2011) PMID:21873635
IST2	YBR086C	involved in	GO:0055085	transmembrane transport	biological process		IBA with Q5XXA6	computational	GO_Central	2021-05-29	Gaudet P, et al. (2011) PMID:21873635
AGP2	YBR132C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004840	computational	InterPro	2022-01-15	DDB, et al. (2001)
AGP2	YBR132C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004841	computational	InterPro	2022-01-15	DDB, et al. (2001)
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR011701	computational	InterPro	2022-01-15	DDB, et al. (2001)
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with CAL0000173998	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with CAL0000181510	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with CAL0000197244	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with CAL0000199735	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with PTN001160522	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPAC17A2.01	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPAPB1A11.01	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with FLR1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with QDR3	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with DTR1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with QDR1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with QDR2	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with TPO1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with AQR1	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P0AEY8	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P28246	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P31442	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
DTR1	YBR180W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P39386	computational	GO_Central	2021-11-05	Gaudet P, et al. (2011) PMID:21873635
RIM2	YBR192W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR002067	computational	InterPro	2022-01-15	DDB, et al. (2001)
VHC1	YBR235W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004841	computational	InterPro	2022-01-15	DDB, et al. (2001)
VVS1	YBR241C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR003663	computational	InterPro	2022-01-15	DDB, et al. (2001)
VVS1	YBR241C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR005828	computational	InterPro	2022-01-15	DDB, et al. (2001)
VVS1	YBR241C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR005829	computational	InterPro	2022-01-15	DDB, et al. (2001)
YBR287W	YBR287W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004776	computational	InterPro	2022-01-15	DDB, et al. (2001)
CTP1	YBR291C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR002067	computational	InterPro	2022-01-15	DDB, et al. (2001)
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR011701	computational	InterPro	2022-01-15	DDB, et al. (2001)
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with PTN000605491	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPAC1F8.03c	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC12C2.13c	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC3E7.06c	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC460.03	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC4F6.09	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with VBA2	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with VBA3	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with GEX1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SIT1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with VBA5	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with AZR1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SGE1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P0AEJ0	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P52600	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P9WJX3	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P9WJY3	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA2	YBR293W	involved in	GO:0055085	transmembrane transport	biological process		IBA with Q6C8F0	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
SUL1	YBR294W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR001902	computational	InterPro	2022-01-15	DDB, et al. (2001)
MAL31	YBR298C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR003663	computational	InterPro	2022-01-15	DDB, et al. (2001)
MAL31	YBR298C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR005828	computational	InterPro	2022-01-15	DDB, et al. (2001)
MAL31	YBR298C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR005829	computational	InterPro	2022-01-15	DDB, et al. (2001)
VMA9	YCL005W-A	involved in	GO:0055085	transmembrane transport	biological process		IBA with PTN000262636	computational	GO_Central	2020-08-08	Gaudet P, et al. (2011) PMID:21873635
VMA9	YCL005W-A	involved in	GO:0055085	transmembrane transport	biological process		IBA with VMA9	computational	GO_Central	2020-08-08	Gaudet P, et al. (2011) PMID:21873635
VMA9	YCL005W-A	involved in	GO:0055085	transmembrane transport	biological process		IBA with O15342	computational	GO_Central	2020-08-08	Gaudet P, et al. (2011) PMID:21873635
VMA9	YCL005W-A	involved in	GO:0055085	transmembrane transport	biological process		IBA with Q8NHE4	computational	GO_Central	2020-08-08	Gaudet P, et al. (2011) PMID:21873635
AGP1	YCL025C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004840	computational	InterPro	2022-01-15	DDB, et al. (2001)
AGP1	YCL025C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004841	computational	InterPro	2022-01-15	DDB, et al. (2001)
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR011701	computational	InterPro	2022-01-15	DDB, et al. (2001)
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with PTN000605491	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPAC1F8.03c	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC12C2.13c	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC3E7.06c	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC460.03	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC4F6.09	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with VBA2	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with VBA3	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with GEX1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SIT1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with VBA5	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with AZR1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with SGE1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P0AEJ0	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P52600	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P9WJX3	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with P9WJY3	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
VBA3	YCL069W	involved in	GO:0055085	transmembrane transport	biological process		IBA with Q6C8F0	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR011701	computational	InterPro	2022-01-15	DDB, et al. (2001)
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with PTN000605491	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPAC1F8.03c	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC12C2.13c	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC3E7.06c	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC460.03	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with SPBC4F6.09	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with VBA2	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with VBA3	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with GEX1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with SIT1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with VBA5	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with AZR1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with SGE1	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P0AEJ0	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P52600	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P9WJX3	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with P9WJY3	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
GEX1	YCL073C	involved in	GO:0055085	transmembrane transport	biological process		IBA with Q6C8F0	computational	GO_Central	2021-11-12	Gaudet P, et al. (2011) PMID:21873635
YCR023C	YCR023C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR011701	computational	InterPro	2022-01-15	DDB, et al. (2001)
FEN2	YCR028C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR011701	computational	InterPro	2022-01-15	DDB, et al. (2001)
PHO87	YCR037C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004680	computational	InterPro	2022-01-15	DDB, et al. (2001)
ERS1	YCR075C	involved in	GO:0055085	transmembrane transport	biological process		IEA with symporter activity	computational	GOC	2022-01-19	GOA curators (2016)
GIT1	YCR098C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR005828	computational	InterPro	2022-01-15	DDB, et al. (2001)
GIT1	YCR098C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR005829	computational	InterPro	2022-01-15	DDB, et al. (2001)
MCH1	YDL054C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR011701	computational	InterPro	2022-01-15	DDB, et al. (2001)
HEM25	YDL119C	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR002067	computational	InterPro	2022-01-15	DDB, et al. (2001)
VCX1	YDL128W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR004837	computational	InterPro	2022-01-15	DDB, et al. (2001)
RGT2	YDL138W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR003663	computational	InterPro	2022-01-15	DDB, et al. (2001)
RGT2	YDL138W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR005828	computational	InterPro	2022-01-15	DDB, et al. (2001)
RGT2	YDL138W	involved in	GO:0055085	transmembrane transport	biological process		IEA with IPR005829	computational	InterPro	2022-01-15	DDB, et al. (2001)
